"";"price";"room_type";"minimum_nights";"reviews_per_month";"neighbourhood_group";"neighbourhood";"within1km";"within5km"
"1572";29;"Private room";1;NA;"Brooklyn";"Bedford-Stuyvesant";143;1697
"1573";65;"Private room";1;0,76;"Manhattan";"Harlem";107;710
"1574";70;"Private room";6;0,1;"Brooklyn";"Williamsburg";148;2176
"1575";233;"Entire home/apt";30;0,21;"Manhattan";"West Village";176;1649
"1576";75;"Entire home/apt";2;0,33;"Brooklyn";"Bushwick";150;1572
"1577";75;"Private room";2;NA;"Brooklyn";"Fort Greene";84;2320
"1578";48;"Private room";2;NA;"Brooklyn";"East New York";3;305
"1579";50;"Private room";15;NA;"Brooklyn";"Prospect Heights";118;1900
"1580";48;"Private room";1;16,03;"Queens";"East Elmhurst";16;296
"1581";58;"Private room";1;0,03;"Manhattan";"Washington Heights";92;637
"1582";70;"Entire home/apt";15;0,19;"Brooklyn";"Crown Heights";105;1613
"1583";205;"Entire home/apt";2;2,64;"Manhattan";"Financial District";97;1388
"1584";80;"Private room";3;NA;"Manhattan";"Financial District";87;1187
"1585";399;"Entire home/apt";6;1;"Manhattan";"Midtown";131;1966
"1586";73;"Shared room";1;0,21;"Queens";"Briarwood";14;140
"1587";85;"Private room";1;0,82;"Manhattan";"Harlem";125;839
"1588";45;"Private room";1;0,65;"Queens";"Jamaica";7;91
"1589";310;"Entire home/apt";7;NA;"Manhattan";"Chelsea";155;1855
"1590";115;"Entire home/apt";1;NA;"Brooklyn";"Kensington";25;777
"1591";95;"Entire home/apt";2;4,79;"Brooklyn";"Flatbush";79;1055
"1592";65;"Private room";1;NA;"Queens";"East Elmhurst";16;395
"1593";110;"Private room";1;3;"Manhattan";"Greenwich Village";193;1771
"1594";93;"Entire home/apt";1;6,35;"Brooklyn";"East New York";10;476
"1595";240;"Entire home/apt";3;0,21;"Brooklyn";"Carroll Gardens";49;1390
"1596";187;"Entire home/apt";3;0,86;"Manhattan";"Midtown";137;2038
"1597";55;"Private room";3;0,07;"Brooklyn";"Park Slope";77;1184
"1598";200;"Private room";5;NA;"Manhattan";"East Harlem";40;1326
"1599";250;"Entire home/apt";30;NA;"Brooklyn";"Bedford-Stuyvesant";182;1941
"1600";60;"Private room";1;10,23;"Queens";"East Elmhurst";13;294
"1601";109;"Private room";1;2,53;"Brooklyn";"Downtown Brooklyn";77;2043
"1602";95;"Entire home/apt";3;0,96;"Bronx";"Williamsbridge";1;58
"1603";250;"Entire home/apt";3;2,35;"Brooklyn";"Williamsburg";212;2562
"1604";375;"Entire home/apt";3;0,23;"Manhattan";"Hell's Kitchen";190;1636
"1605";135;"Entire home/apt";30;0,16;"Manhattan";"Hell's Kitchen";204;1609
"1606";220;"Entire home/apt";5;0,57;"Brooklyn";"Bushwick";138;1641
"1607";46;"Private room";2;NA;"Manhattan";"Washington Heights";50;460
"1608";350;"Entire home/apt";4;1;"Manhattan";"Midtown";156;1782
"1609";54;"Private room";2;0,54;"Brooklyn";"Bushwick";171;1650
"1610";175;"Entire home/apt";1;0,31;"Manhattan";"Chelsea";152;1744
"1611";30;"Private room";1;0,17;"Brooklyn";"Bushwick";157;1557
"1612";119;"Entire home/apt";2;3,13;"Staten Island";"New Springville";2;9
"1613";70;"Private room";1;0,3;"Brooklyn";"Crown Heights";55;1380
"1614";39;"Shared room";1;0,34;"Brooklyn";"Fort Greene";86;2318
"1615";945;"Entire home/apt";2;7,02;"Manhattan";"Midtown";183;1653
"1616";120;"Entire home/apt";3;3,14;"Queens";"Jamaica";4;81
"1617";85;"Private room";3;NA;"Brooklyn";"Williamsburg";151;1909
"1618";465;"Entire home/apt";2;2,66;"Manhattan";"Midtown";170;1994
"1619";50;"Private room";1;1,14;"Brooklyn";"Crown Heights";107;1760
"1620";549;"Entire home/apt";5;4,29;"Manhattan";"East Village";238;2012
"1621";50;"Private room";4;NA;"Manhattan";"Inwood";28;255
"1622";120;"Private room";3;1,65;"Manhattan";"Chinatown";164;2017
"1623";400;"Entire home/apt";2;0,57;"Manhattan";"Financial District";92;1496
"1624";47;"Shared room";1;1,03;"Brooklyn";"Bushwick";136;1505
"1625";65;"Private room";1;0,52;"Queens";"Flushing";1;122
"1626";69;"Private room";5;0,03;"Manhattan";"Upper West Side";103;1060
"1627";90;"Entire home/apt";2;0,7;"Queens";"Astoria";71;897
"1628";85;"Private room";4;NA;"Brooklyn";"Crown Heights";105;1591
"1629";34;"Private room";28;NA;"Queens";"Elmhurst";13;347
"1630";85;"Entire home/apt";3;5;"Brooklyn";"Flatbush";36;695
"1631";74;"Private room";1;0,1;"Brooklyn";"Flatbush";60;931
"1632";240;"Entire home/apt";15;0,3;"Manhattan";"Financial District";93;1375
"1633";200;"Entire home/apt";7;NA;"Manhattan";"Harlem";123;951
"1634";124;"Private room";1;2,28;"Manhattan";"East Harlem";57;1002
"1635";65;"Private room";30;NA;"Manhattan";"Harlem";109;671
"1636";350;"Entire home/apt";1;NA;"Manhattan";"Financial District";89;1314
"1637";85;"Private room";1;3,1;"Brooklyn";"Crown Heights";68;1483
"1638";200;"Entire home/apt";30;0,07;"Manhattan";"Hell's Kitchen";199;1605
"1639";195;"Entire home/apt";5;NA;"Manhattan";"Chelsea";153;1631
"1640";40;"Private room";3;NA;"Manhattan";"East Harlem";78;1278
"1641";100;"Entire home/apt";4;0,81;"Brooklyn";"Bedford-Stuyvesant";150;1631
"1642";90;"Entire home/apt";3;0,57;"Manhattan";"East Harlem";107;1104
"1643";175;"Entire home/apt";7;1,07;"Brooklyn";"Park Slope";78;1585
"1644";108;"Private room";1;3,71;"Manhattan";"Chinatown";140;1936
"1645";197;"Entire home/apt";30;0,06;"Manhattan";"East Village";222;2120
"1646";100;"Entire home/apt";30;0,06;"Queens";"Sunnyside";25;1459
"1647";80;"Private room";10;0,05;"Manhattan";"Roosevelt Island";56;1507
"1648";245;"Entire home/apt";7;NA;"Manhattan";"Harlem";139;891
"1649";99;"Private room";3;0,08;"Queens";"Bay Terrace";1;39
"1650";40;"Private room";1;NA;"Bronx";"Morrisania";2;400
"1651";350;"Entire home/apt";5;NA;"Brooklyn";"Prospect-Lefferts Gardens";76;1224
"1652";50;"Entire home/apt";7;0,03;"Brooklyn";"Bedford-Stuyvesant";161;1880
"1653";85;"Private room";2;4,29;"Manhattan";"Nolita";299;2060
"1654";125;"Entire home/apt";3;2,02;"Brooklyn";"Flatbush";15;511
"1655";150;"Entire home/apt";3;0,04;"Manhattan";"Lower East Side";244;2014
"1656";90;"Private room";2;1,5;"Manhattan";"Harlem";132;1078
"1657";199;"Entire home/apt";1;0,02;"Manhattan";"West Village";151;1620
"1658";79;"Private room";2;NA;"Queens";"Long Island City";24;2059
"1659";52;"Private room";2;2,63;"Brooklyn";"Bedford-Stuyvesant";170;1886
"1660";100;"Entire home/apt";3;NA;"Brooklyn";"Prospect-Lefferts Gardens";56;1214
"1661";95;"Entire home/apt";4;0,29;"Brooklyn";"Bushwick";161;1595
"1662";35;"Private room";1;0,22;"Brooklyn";"Bedford-Stuyvesant";139;2069
"1663";45;"Private room";30;NA;"Queens";"Ridgewood";75;1328
"1664";85;"Entire home/apt";3;1,93;"Brooklyn";"Bedford-Stuyvesant";159;2001
"1665";87;"Entire home/apt";30;NA;"Manhattan";"Kips Bay";155;2092
"1666";60;"Private room";3;2,84;"Brooklyn";"Columbia St";42;1125
"1667";100;"Private room";1;0,05;"Brooklyn";"Williamsburg";182;2136
"1668";35;"Private room";4;3,61;"Manhattan";"Washington Heights";38;337
"1669";55;"Private room";1;3,51;"Queens";"Fresh Meadows";3;82
"1670";42;"Private room";1;3,05;"Queens";"Elmhurst";26;334
"1671";75;"Private room";20;0,67;"Manhattan";"Harlem";88;714
"1672";75;"Private room";2;NA;"Manhattan";"East Harlem";68;1018
"1673";37;"Private room";30;0,29;"Queens";"Ridgewood";17;1033
"1674";85;"Private room";14;3;"Manhattan";"SoHo";193;1847
"1675";90;"Entire home/apt";30;0,45;"Brooklyn";"Williamsburg";205;2301
"1676";250;"Entire home/apt";2;0,06;"Manhattan";"SoHo";76;1501
"1677";200;"Entire home/apt";3;0,05;"Manhattan";"Harlem";130;855
"1678";50;"Private room";4;0,15;"Brooklyn";"Williamsburg";242;2311
"1679";64;"Private room";3;0,77;"Brooklyn";"Williamsburg";241;2404
"1680";170;"Entire home/apt";6;0,16;"Manhattan";"East Harlem";115;1010
"1681";125;"Entire home/apt";2;0,27;"Manhattan";"Chinatown";170;2074
"1682";50;"Private room";1;NA;"Manhattan";"Harlem";113;665
"1683";85;"Private room";10;1,06;"Brooklyn";"Cobble Hill";47;1735
"1684";80;"Private room";2;1,74;"Manhattan";"Harlem";104;702
"1685";60;"Private room";1;2,21;"Queens";"Astoria";63;912
"1686";109;"Entire home/apt";30;0,44;"Brooklyn";"East Flatbush";35;1087
"1687";69;"Private room";2;1,48;"Brooklyn";"Crown Heights";31;1325
"1688";80;"Private room";1;3,89;"Manhattan";"East Harlem";85;1037
"1689";50;"Private room";1;0,31;"Brooklyn";"Prospect-Lefferts Gardens";87;1163
"1690";800;"Entire home/apt";5;NA;"Manhattan";"West Village";156;1605
"1691";90;"Private room";1;1,63;"Brooklyn";"Williamsburg";232;2543
"1692";68;"Private room";30;2;"Brooklyn";"Crown Heights";101;1610
"1693";145;"Entire home/apt";5;NA;"Manhattan";"Midtown";174;2052
"1694";78;"Entire home/apt";4;1,53;"Queens";"Sunnyside";30;1020
"1695";80;"Private room";1;1,82;"Brooklyn";"Bedford-Stuyvesant";154;1962
"1696";87;"Private room";1;0,36;"Brooklyn";"Prospect-Lefferts Gardens";50;1212
"1697";200;"Entire home/apt";2;2,67;"Brooklyn";"Williamsburg";85;2483
"1698";139;"Entire home/apt";3;0,6;"Manhattan";"Upper East Side";116;1490
"1699";200;"Private room";3;NA;"Manhattan";"Midtown";146;2056
"1700";150;"Entire home/apt";1;6;"Manhattan";"Hell's Kitchen";205;1569
"1701";355;"Private room";2;2,34;"Manhattan";"Lower East Side";130;2074
"1702";105;"Private room";5;NA;"Queens";"Bayswater";2;19
"1703";200;"Entire home/apt";4;0,14;"Manhattan";"Greenwich Village";179;1802
"1704";77;"Entire home/apt";1;0,02;"Manhattan";"Harlem";132;760
"1705";160;"Private room";8;0,48;"Manhattan";"Hell's Kitchen";208;1615
"1706";100;"Entire home/apt";9;0,52;"Brooklyn";"Bedford-Stuyvesant";172;1885
"1707";90;"Entire home/apt";5;0,04;"Manhattan";"East Harlem";95;1118
"1708";110;"Private room";2;NA;"Brooklyn";"Fort Greene";88;2278
"1709";110;"Private room";2;0,48;"Queens";"Ditmars Steinway";15;878
"1710";35;"Private room";1;0,44;"Brooklyn";"East Flatbush";56;1043
"1711";120;"Entire home/apt";7;1,76;"Manhattan";"Lower East Side";315;2201
"1712";95;"Private room";3;1,73;"Brooklyn";"Williamsburg";212;2564
"1713";150;"Entire home/apt";1;3,97;"Brooklyn";"Williamsburg";152;1874
"1714";75;"Entire home/apt";30;0,69;"Bronx";"Wakefield";2;48
"1715";75;"Private room";1;NA;"Queens";"Flushing";16;138
"1716";70;"Private room";2;0,18;"Queens";"Queens Village";1;34
"1717";60;"Private room";1;1,65;"Brooklyn";"South Slope";60;1049
"1718";159;"Entire home/apt";5;0,97;"Queens";"Maspeth";18;1378
"1719";200;"Entire home/apt";2;0,73;"Manhattan";"Upper East Side";99;1600
"1720";199;"Entire home/apt";4;1,31;"Brooklyn";"Crown Heights";119;1777
"1721";190;"Entire home/apt";5;2,86;"Brooklyn";"Bedford-Stuyvesant";79;1318
"1722";275;"Entire home/apt";3;1,02;"Manhattan";"Chelsea";157;1803
"1723";210;"Entire home/apt";2;1,37;"Brooklyn";"Greenpoint";70;2114
"1724";150;"Entire home/apt";30;0,03;"Manhattan";"Murray Hill";112;2118
"1725";115;"Entire home/apt";2;3,67;"Manhattan";"Upper East Side";119;1511
"1726";81;"Private room";1;0,2;"Queens";"Astoria";59;817
"1727";36;"Private room";1;0,43;"Brooklyn";"Bushwick";83;1230
"1728";439;"Entire home/apt";30;NA;"Manhattan";"Flatiron District";162;1895
"1729";105;"Entire home/apt";3;0,16;"Brooklyn";"Sunset Park";64;939
"1730";278;"Entire home/apt";30;NA;"Manhattan";"Theater District";230;1647
"1731";150;"Entire home/apt";2;0,94;"Brooklyn";"South Slope";56;930
"1732";714;"Entire home/apt";28;NA;"Manhattan";"Midtown";106;2098
"1733";65;"Private room";1;NA;"Brooklyn";"Bushwick";144;1556
"1734";250;"Private room";2;NA;"Brooklyn";"Bedford-Stuyvesant";163;1682
"1735";100;"Entire home/apt";3;2,24;"Brooklyn";"Bedford-Stuyvesant";137;1825
"1736";64;"Entire home/apt";3;3,05;"Queens";"Jamaica";2;102
"1737";100;"Entire home/apt";2;0,64;"Brooklyn";"Bushwick";176;1741
"1738";90;"Entire home/apt";4;NA;"Brooklyn";"Crown Heights";103;1621
"1739";140;"Entire home/apt";30;0,3;"Manhattan";"Upper East Side";71;1665
"1740";290;"Entire home/apt";4;0,2;"Manhattan";"Harlem";141;1055
"1741";45;"Private room";2;0,57;"Bronx";"Concourse";15;548
"1742";99;"Entire home/apt";2;7,94;"Queens";"St. Albans";2;80
"1743";165;"Entire home/apt";1;NA;"Manhattan";"Midtown";146;2056
"1744";65;"Private room";1;0,22;"Queens";"Flushing";3;129
"1745";100;"Private room";3;0,1;"Manhattan";"Harlem";90;710
"1746";1100;"Entire home/apt";1;NA;"Manhattan";"Chelsea";78;1532
"1747";189;"Entire home/apt";5;0,25;"Manhattan";"Hell's Kitchen";200;1578
"1748";45;"Private room";2;0,08;"Brooklyn";"Bushwick";162;1584
"1749";58;"Private room";2;NA;"Brooklyn";"Bedford-Stuyvesant";158;1872
"1750";120;"Entire home/apt";30;0,08;"Manhattan";"Upper West Side";68;1340
"1751";87;"Entire home/apt";30;0,07;"Manhattan";"Kips Bay";155;2087
"1752";32;"Private room";7;NA;"Brooklyn";"Crown Heights";81;1482
"1753";500;"Entire home/apt";3;4;"Manhattan";"Chelsea";146;1731
"1754";99;"Private room";1;0,13;"Queens";"Astoria";68;685
"1755";161;"Entire home/apt";30;4,22;"Manhattan";"East Village";232;2138
"1756";200;"Entire home/apt";2;5,45;"Manhattan";"Hell's Kitchen";206;1538
"1757";165;"Entire home/apt";4;1,35;"Manhattan";"Upper West Side";88;1174
"1758";127;"Entire home/apt";3;0,49;"Brooklyn";"Bushwick";119;1565
"1759";89;"Private room";2;0,04;"Brooklyn";"Bedford-Stuyvesant";125;2081
"1760";240;"Entire home/apt";2;1,89;"Manhattan";"Midtown";171;1926
"1761";225;"Entire home/apt";3;NA;"Manhattan";"East Village";324;2075
"1762";65;"Private room";20;0,32;"Brooklyn";"Windsor Terrace";43;961
"1763";130;"Entire home/apt";3;0,16;"Brooklyn";"Bedford-Stuyvesant";144;1986
"1764";359;"Entire home/apt";1;2,48;"Manhattan";"Washington Heights";86;628
"1765";36;"Private room";30;0,22;"Manhattan";"Harlem";133;881
"1766";95;"Entire home/apt";2;3,08;"Brooklyn";"Bushwick";135;1620
"1767";225;"Entire home/apt";2;NA;"Brooklyn";"Bushwick";168;1668
"1768";265;"Entire home/apt";7;0,38;"Queens";"Middle Village";3;532
"1769";60;"Private room";3;0,07;"Brooklyn";"Bedford-Stuyvesant";164;1918
"1770";85;"Private room";2;5;"Manhattan";"Chinatown";171;2004
"1771";150;"Private room";1;0,21;"Brooklyn";"Williamsburg";183;2551
"1772";145;"Private room";2;0,02;"Manhattan";"SoHo";183;1837
"1773";195;"Private room";1;NA;"Manhattan";"Chelsea";153;1789
"1774";120;"Entire home/apt";3;0,05;"Brooklyn";"Prospect-Lefferts Gardens";62;1196
"1775";99;"Entire home/apt";3;2;"Bronx";"Riverdale";4;103
"1776";130;"Private room";1;NA;"Brooklyn";"Gowanus";75;1587
"1777";149;"Entire home/apt";1;0,02;"Manhattan";"Upper East Side";66;1642
"1778";120;"Entire home/apt";150;NA;"Manhattan";"Upper West Side";62;1377
"1779";256;"Entire home/apt";30;0,09;"Manhattan";"Hell's Kitchen";226;1643
"1780";90;"Private room";1;0,08;"Brooklyn";"Bushwick";147;1529
"1781";95;"Entire home/apt";7;0,45;"Brooklyn";"Fort Greene";65;2349
"1782";45;"Private room";31;0,06;"Brooklyn";"Williamsburg";243;2451
"1783";80;"Private room";5;1,39;"Manhattan";"SoHo";179;1843
"1784";115;"Private room";2;0,94;"Manhattan";"Harlem";153;1044
"1785";220;"Entire home/apt";2;1,54;"Manhattan";"Midtown";149;1877
"1786";180;"Entire home/apt";2;0,47;"Brooklyn";"Williamsburg";102;2511
"1787";150;"Entire home/apt";7;0,42;"Queens";"Astoria";46;1275
"1788";99;"Private room";1;3,8;"Manhattan";"Upper West Side";119;1022
"1789";160;"Entire home/apt";4;0,07;"Manhattan";"Chelsea";145;1732
"1790";96;"Entire home/apt";3;0,1;"Manhattan";"Upper West Side";54;1335
"1791";140;"Private room";1;NA;"Manhattan";"Washington Heights";65;595
"1792";220;"Entire home/apt";2;2,51;"Manhattan";"Lower East Side";242;2216
"1793";101;"Entire home/apt";60;NA;"Brooklyn";"Park Slope";74;1418
"1794";370;"Entire home/apt";4;NA;"Manhattan";"West Village";170;1655
"1795";50;"Private room";1;NA;"Brooklyn";"Williamsburg";77;1658
"1796";200;"Entire home/apt";2;0,84;"Manhattan";"Theater District";229;1644
"1797";140;"Private room";2;0,47;"Manhattan";"Upper West Side";57;1407
"1798";190;"Entire home/apt";4;1,24;"Manhattan";"Hell's Kitchen";214;1554
"1799";316;"Entire home/apt";30;NA;"Manhattan";"Nolita";277;2025
"1800";65;"Private room";4;NA;"Manhattan";"Morningside Heights";124;880
"1801";69;"Shared room";1;NA;"Manhattan";"Upper East Side";109;1521
"1802";40;"Private room";6;NA;"Manhattan";"Washington Heights";49;500
"1803";60;"Private room";1;0,19;"Bronx";"Williamsbridge";5;78
"1804";675;"Entire home/apt";28;0,95;"Manhattan";"Midtown";107;2092
"1805";245;"Entire home/apt";7;0,12;"Brooklyn";"Greenpoint";195;2435
"1806";90;"Entire home/apt";2;0,43;"Queens";"Elmhurst";27;346
"1807";75;"Private room";30;0,74;"Queens";"Long Island City";26;2210
"1808";10;"Private room";1;NA;"Brooklyn";"Williamsburg";250;2518
"1809";140;"Entire home/apt";3;5;"Queens";"Astoria";57;1096
"1810";130;"Private room";2;0,48;"Manhattan";"SoHo";186;1872
"1811";199;"Private room";1;27,95;"Manhattan";"Theater District";219;1637
"1812";40;"Private room";1;3,5;"Manhattan";"Washington Heights";36;332
"1813";42;"Private room";7;0,64;"Brooklyn";"East New York";6;765
"1814";60;"Private room";1;0,1;"Brooklyn";"Williamsburg";222;2438
"1815";200;"Entire home/apt";2;0,05;"Queens";"Astoria";68;876
"1816";195;"Entire home/apt";30;NA;"Manhattan";"Murray Hill";168;2016
"1817";55;"Private room";2;6,49;"Brooklyn";"Prospect-Lefferts Gardens";51;1322
"1818";125;"Private room";1;0,14;"Manhattan";"Upper West Side";122;1177
"1819";115;"Private room";7;0,09;"Manhattan";"Harlem";97;670
"1820";99;"Entire home/apt";3;0,23;"Brooklyn";"Bushwick";81;1552
"1821";175;"Entire home/apt";1;1,77;"Brooklyn";"Fort Greene";113;2101
"1822";150;"Private room";7;0,25;"Brooklyn";"Bedford-Stuyvesant";146;1841
"1823";100;"Entire home/apt";30;0,16;"Brooklyn";"Crown Heights";115;1670
"1824";96;"Private room";1;7,08;"Queens";"Ditmars Steinway";25;615
"1825";33;"Private room";10;0,16;"Manhattan";"Washington Heights";89;640
"1826";75;"Private room";1;0,55;"Brooklyn";"Greenpoint";64;2357
"1827";100;"Entire home/apt";3;0,5;"Brooklyn";"Crown Heights";93;1521
"1828";88;"Private room";1;0,23;"Brooklyn";"Crown Heights";91;1616
"1829";125;"Entire home/apt";30;0,23;"Brooklyn";"Prospect Heights";119;1885
"1830";145;"Entire home/apt";4;1,24;"Brooklyn";"Manhattan Beach";8;48
"1831";47;"Private room";2;2,32;"Brooklyn";"Sunset Park";17;237
"1832";200;"Entire home/apt";3;0,73;"Brooklyn";"Clinton Hill";138;1989
"1833";249;"Entire home/apt";1;NA;"Manhattan";"Little Italy";219;1964
"1834";110;"Entire home/apt";4;0,25;"Brooklyn";"Clinton Hill";135;2072
"1835";341;"Entire home/apt";30;NA;"Manhattan";"West Village";167;1754
"1836";79;"Private room";1;3,3;"Queens";"Jamaica";3;104
"1837";150;"Private room";2;1,95;"Manhattan";"Kips Bay";134;2128
"1838";150;"Entire home/apt";1;NA;"Manhattan";"Chelsea";157;1727
"1839";289;"Private room";2;4,52;"Manhattan";"Chelsea";140;1665
"1840";59;"Private room";3;NA;"Bronx";"Fordham";4;191
"1841";190;"Entire home/apt";2;1,41;"Brooklyn";"Crown Heights";89;1685
"1842";100;"Entire home/apt";5;1,04;"Manhattan";"Washington Heights";86;639
"1843";70;"Private room";2;1,77;"Queens";"Ditmars Steinway";58;639
"1844";165;"Private room";3;3,7;"Manhattan";"Stuyvesant Town";171;2176
"1845";84;"Private room";1;NA;"Manhattan";"Harlem";100;673
"1846";89;"Private room";1;1,71;"Manhattan";"Upper East Side";96;1399
"1847";250;"Entire home/apt";5;0,13;"Manhattan";"SoHo";232;1931
"1848";100;"Entire home/apt";2;1,08;"Brooklyn";"Williamsburg";232;2316
"1849";140;"Entire home/apt";2;3,26;"Brooklyn";"Bedford-Stuyvesant";145;1840
"1850";160;"Entire home/apt";1;1,49;"Brooklyn";"Bedford-Stuyvesant";171;1801
"1851";60;"Entire home/apt";14;NA;"Brooklyn";"Bedford-Stuyvesant";127;1612
"1852";349;"Private room";3;0,09;"Brooklyn";"Greenpoint";64;2335
"1853";139;"Entire home/apt";2;2,31;"Brooklyn";"Bedford-Stuyvesant";162;1863
"1854";150;"Entire home/apt";4;0,97;"Brooklyn";"Bedford-Stuyvesant";169;1868
"1855";35;"Shared room";5;1,66;"Brooklyn";"Bedford-Stuyvesant";130;2271
"1856";220;"Entire home/apt";1;4,9;"Brooklyn";"Williamsburg";256;2502
"1857";80;"Private room";2;2,07;"Brooklyn";"Prospect-Lefferts Gardens";80;1127
"1858";100;"Shared room";1;NA;"Queens";"Elmhurst";21;426
"1859";60;"Private room";1;2,66;"Brooklyn";"Bedford-Stuyvesant";173;1888
"1860";179;"Entire home/apt";1;NA;"Manhattan";"Upper West Side";131;1517
"1861";170;"Entire home/apt";3;0,62;"Brooklyn";"Crown Heights";79;1297
"1862";65;"Private room";4;1,38;"Brooklyn";"Fort Greene";97;2309
"1863";150;"Entire home/apt";5;0,05;"Manhattan";"East Village";277;2155
"1864";60;"Private room";1;0,05;"Brooklyn";"Williamsburg";144;1976
"1865";69;"Entire home/apt";2;1,5;"Queens";"Jackson Heights";15;321
"1866";200;"Entire home/apt";31;2,81;"Manhattan";"Harlem";136;907
"1867";54;"Private room";30;NA;"Brooklyn";"Fort Greene";98;2158
"1868";40;"Private room";3;3;"Manhattan";"Washington Heights";70;605
"1869";120;"Entire home/apt";5;NA;"Brooklyn";"Prospect-Lefferts Gardens";79;1234
"1870";215;"Entire home/apt";3;0,14;"Brooklyn";"Williamsburg";202;2212
"1871";100;"Private room";1;NA;"Manhattan";"Midtown";184;1630
"1872";156;"Private room";1;2,33;"Brooklyn";"Greenpoint";118;2393
"1873";45;"Private room";1;1;"Brooklyn";"Bushwick";103;1390
"1874";135;"Private room";1;NA;"Queens";"Jamaica";7;124
"1875";185;"Entire home/apt";30;NA;"Manhattan";"Hell's Kitchen";197;1551
"1876";104;"Entire home/apt";5;3,13;"Brooklyn";"Bedford-Stuyvesant";131;1824
"1877";45;"Private room";1;4,88;"Manhattan";"Washington Heights";56;508
"1878";65;"Private room";1;2,55;"Queens";"Astoria";47;764
